sentiment,text
positive,"I love this thing more then I should, and I'll admit it's really because the coin holder portion creates a lil hidden pocket for small items to be stowed away"
positive,"So easy to use!  Collapses easily with a twist and stores in its sleeve.  Material is thin but the difference in temperatures is amazing!  I have an Acura MDX and it just fits the window, anything larger and you would need a larger shield."
positive,"Product came sooner than quoted. It was neatly rolled, put in a plastic sleeve, and shipped in a heavy duty cardboard tube. The edges are intact. I have not applied it yet however so far so good. I will update my review in the next few weeks.<br /><br />Great product; I can definitely see how easy it is to work with. I unfortunately didn’t have a much needed second pair of hands for my level of expertise and the size I was working with and ruined my install by an inch."
positive,My third brake light had begun to stop working so I found this replacement and it works perfectly. Watched a video on youtube to help and had it done in a little less than an hour.
positive,Good item. Painted well. Installer said better than most.
positive,GOOD
negative,2003 ford windstar didn’t match
positive,"This net stretches perfectly to hold 3 full size suit cases, keeping them from sliding around the bed while driving and also keeping them at the tailgate area for easy unloading.<br />You will need a pair of carabiners to use as the net has loops, and truck beds have loops / bull rings."
positive,Perfect fit on 05 Colorado
positive,Works great! No complaints. Recommend for sure.
positive,The oil-change place tried to charge me $40 for a cabin air filter. I did some research. This one had great reviews and they were correct. The installation took about 2 minutes for less than 1/4 of the price quoted during my oil change. The scent is nice as well--very subtle but keeps the AC smelling fresh.
positive,"These fit my 2001 Ultra Classic perfectly. Were easy to install and really add a nice look to the dash. Just installed a few days ago and really pressed and repressed many times to make sure they hopefully stick. I gave adhesion a 3 star as I just don't know at this time if the double faced tape will hold with the vibration? if it does not work, plan B will be some small dots of epoxy.  Great look for not a bad price."
positive,"Cross referenced the serial number on the original receiver, and it was a perfect match. All my locks were fine, but bought the car recently - NO REMOTES. So, I priced them out. With all the aftermarket ones getting negative reviews, decided to get the entire kit. For the transmitters/receiver, it didn't cost that much more.<br /><br />The box and instructions state its for a CR-V, but it worked with my Element just fine. I would imagine any 03-11 Honda that has a regular immobilizer key would be compatible.<br /><br />Took about a minute and a half to replace/install the new one. And the remotes didn't even need programming. Works great! Only problem I'm having is figuring out how to get the doors to auto lock after accelerating past 10mph - like most Hondas. But this is a much needed uprgrade."
positive,"I bought this adapter to install a truck bed extender for carrying 4' x 8' sheets behind my SUV, which will accept such sheets into my vehicle but only so far.  The holes line up fine.  And one doesn't need a new machine bolt to attach it; just use the same one that was previously used, for example, with a bike rack.  Very pleased.  And...I got it totally cheaper than at the well-known ""Freight"" store."
positive,"I’m kinda taking everyone’s word for it that it’s awesome. I haven’t noticed a difference in mileage, but definitely starting smoother and a smoother idle. So, I’m a fan."
negative,"Super easy to put on, looks fine, but the reception is terrible not even worth trying to listen to the radio. If you want it just for aesthetics it would be perfect"
